id	symbol	description	A2_rep1	A2_rep2	B2_rep1	B2_rep2	C2_rep1	C2_rep2	D3_rep1	D3_rep2	pUC57_rep1	pUC57_rep2
ENSG00000155252	PI4K2A	"phosphatidylinositol 4-kinase type 2 alpha"	584	286	580	367	596	286	649	342	572	306
ENSG00000155254	MARVELD1	"MARVEL domain containing 1"	246	156	236	180	263	150	314	164	280	153
ENSG00000155256	ZFYVE27	"zinc finger FYVE-type containing 27"	350	303	390	325	403	288	486	265	439	294
ENSG00000155275	TRMT44	"tRNA methyltransferase 44 homolog"	526	283	502	327	510	229	529	237	514	239
ENSG00000155287	SLC25A28	"solute carrier family 25 member 28"	297	108	273	115	291	95	214	115	262	102
ENSG00000155304	HSPA13	"heat shock protein family A (Hsp70) member 13"	2924	1141	3456	1486	3020	1546	2600	1528	3055	1480
ENSG00000155313	USP25	"ubiquitin specific peptidase 25"	1662	604	1682	677	1781	738	1467	767	1772	767
ENSG00000155324	GRAMD2B	"GRAM domain containing 2B"	152	90	208	99	184	94	200	111	201	118
ENSG00000155329	ZCCHC10	"zinc finger CCHC-type containing 10"	690	201	647	246	821	285	620	306	785	303
ENSG00000155330	C16orf87	"chromosome 16 open reading frame 87"	625	205	564	241	674	267	516	291	657	265
ENSG00000155363	MOV10	"Mov10 RISC complex RNA helicase"	2186	1414	2220	1581	2260	1322	2605	1406	2404	1386
ENSG00000155366	RHOC	"ras homolog family member C"	3093	1465	2946	1807	3299	2142	2638	2017	3139	2285
ENSG00000155368	DBI	"diazepam binding inhibitor, acyl-CoA binding protein"	13065	1297	11233	1704	13849	3457	8041	3283	14123	3297
ENSG00000155380	SLC16A1	"solute carrier family 16 member 1"	8023	3186	8124	3792	8269	3766	9000	3752	8974	3957
ENSG00000155393	HEATR3	"HEAT repeat containing 3"	1253	701	1282	716	1359	679	1482	715	1456	698
ENSG00000155438	NIFK	"nucleolar protein interacting with the FHA domain of MKI67"	2183	355	2085	490	2229	646	1366	587	2448	540
ENSG00000155463	OXA1L	"OXA1L, mitochondrial inner membrane protein"	3162	1012	3178	1312	3301	1548	3395	1627	3320	1652
ENSG00000155465	SLC7A7	"solute carrier family 7 member 7"	261	444	230	578	313	611	282	604	281	662
ENSG00000155506	LARP1	"La ribonucleoprotein domain family member 1"	9515	5760	11353	6271	9345	4592	10421	5168	9819	5335
ENSG00000155508	CNOT8	"CCR4-NOT transcription complex subunit 8"	1743	741	1836	808	1834	973	2150	915	2071	912
ENSG00000155545	MIER3	"MIER family member 3"	1791	645	1845	834	1923	814	1712	827	2059	861
ENSG00000155561	NUP205	"nucleoporin 205"	8707	4606	9230	4776	9584	4520	11813	4716	10626	4484
ENSG00000155592	ZKSCAN2	"zinc finger with KRAB and SCAN domains 2"	312	189	339	190	317	170	353	163	323	167
ENSG00000155629	PIK3AP1	"phosphoinositide-3-kinase adaptor protein 1"	746	249	645	314	818	321	776	313	856	288
ENSG00000155636	RBM45	"RNA binding motif protein 45"	243	76	293	101	251	131	242	122	286	122
ENSG00000155657	TTN	"titin"	583	540	895	527	633	459	523	508	646	591
ENSG00000155660	PDIA4	"protein disulfide isomerase family A member 4"	20992	8551	23283	9581	22128	7175	20132	7392	22937	7191
ENSG00000155744	FAM126B	"family with sequence similarity 126 member B"	565	331	628	302	530	331	632	333	617	333
ENSG00000155755	TMEM237	"transmembrane protein 237"	1074	292	1062	373	1184	449	1019	441	1156	418
ENSG00000155760	FZD7	"frizzled class receptor 7"	458	368	442	427	480	336	571	315	547	384
ENSG00000155792	DEPTOR	"DEP domain containing MTOR interacting protein"	114	93	119	111	121	78	157	84	137	112
ENSG00000155827	RNF20	"ring finger protein 20"	1148	599	1152	650	1343	564	1424	577	1462	525
ENSG00000155846	PPARGC1B	"PPARG coactivator 1 beta"	389	266	507	275	427	185	432	230	387	268
ENSG00000155850	SLC26A2	"solute carrier family 26 member 2"	485	342	649	510	506	397	553	362	530	487
ENSG00000155858	LSM11	"LSM11, U7 small nuclear RNA associated"	159	77	155	84	160	101	224	79	202	108
ENSG00000155868	MED7	"mediator complex subunit 7"	276	85	286	119	255	103	229	114	275	103
ENSG00000155876	RRAGA	"Ras related GTP binding A"	494	190	483	265	511	258	699	300	537	303
ENSG00000155893	PXYLP1	"2-phosphoxylose phosphatase 1"	311	93	330	113	329	133	404	133	345	122
ENSG00000155903	RASA2	"RAS p21 protein activator 2"	413	139	417	163	440	173	401	200	427	220
ENSG00000155906	RMND1	"required for meiotic nuclear division 1 homolog"	1175	357	1250	459	1296	499	1105	517	1399	560
ENSG00000155957	TMBIM4	"transmembrane BAX inhibitor motif containing 4"	479	177	472	234	542	376	748	363	567	352
ENSG00000155959	VBP1	"VHL binding protein 1"	1545	508	1623	666	1764	950	1940	842	2019	852
ENSG00000155966	AFF2	"AF4/FMR2 family member 2"	387	156	489	239	410	181	345	182	382	209
ENSG00000155975	VPS37A	"VPS37A, ESCRT-I subunit"	1815	601	1857	686	1738	748	1682	776	1809	783
ENSG00000156011	PSD3	"pleckstrin and Sec7 domain containing 3"	2084	1057	2340	1215	2076	1074	1981	1059	2169	1048
ENSG00000156017	CARNMT1	"carnosine N-methyltransferase 1"	2086	739	2233	842	2144	860	2156	919	2244	859
ENSG00000156026	MCU	"mitochondrial calcium uniporter"	1465	417	1491	549	1526	536	1153	580	1540	593
ENSG00000156030	ELMSAN1	"ELM2 and Myb/SANT domain containing 1"	1448	975	1629	1078	1455	666	1454	730	1453	832
ENSG00000156052	GNAQ	"G protein subunit alpha q"	1740	829	1946	907	1842	918	1981	965	1893	1000
ENSG00000156096	UGT2B4	"UDP glucuronosyltransferase family 2 member B4"	2001	650	1905	738	2097	898	2099	879	2076	745
ENSG00000156103	MMP16	"matrix metallopeptidase 16"	1623	735	1870	873	1675	872	1825	855	1666	858
ENSG00000156110	ADK	"adenosine kinase"	581	228	656	267	638	279	721	269	686	332
ENSG00000156136	DCK	"deoxycytidine kinase"	665	202	652	254	770	350	681	346	646	386
ENSG00000156162	DPY19L4	"dpy-19 like 4"	1027	455	1092	499	1104	512	1244	547	1100	504
ENSG00000156170	NDUFAF6	"NADH:ubiquinone oxidoreductase complex assembly factor 6"	481	165	498	178	471	240	426	238	503	200
ENSG00000156171	DRAM2	"DNA damage regulated autophagy modulator 2"	1124	306	1172	358	1157	519	1027	475	1124	486
ENSG00000156232	WHAMM	"WAS protein homolog associated with actin, golgi membranes and microtubules"	268	166	273	154	257	161	276	146	248	134
ENSG00000156253	RWDD2B	"RWD domain containing 2B"	905	238	876	290	914	326	666	269	864	313
ENSG00000156256	USP16	"ubiquitin specific peptidase 16"	2191	755	2184	877	2447	1045	2299	1084	2595	982
ENSG00000156261	CCT8	"chaperonin containing TCP1 subunit 8"	9523	2609	9038	3344	10066	4166	9923	4178	11261	4187
ENSG00000156269	NAA11	"N(alpha)-acetyltransferase 11, NatA catalytic subunit"	402	124	425	191	460	178	461	217	468	187
ENSG00000156273	BACH1	"BTB domain and CNC homolog 1"	3016	1577	3423	2005	3239	1912	3510	2045	3322	2020
ENSG00000156298	TSPAN7	"tetraspanin 7"	317	75	280	110	289	142	396	150	328	156
ENSG00000156304	SCAF4	"SR-related CTD associated factor 4"	1126	416	1241	515	1097	361	1070	433	1092	480
ENSG00000156313	RPGR	"retinitis pigmentosa GTPase regulator"	486	144	454	151	519	144	406	197	517	146
ENSG00000156374	PCGF6	"polycomb group ring finger 6"	504	232	566	279	595	277	724	292	625	304
ENSG00000156381	ANKRD9	"ankyrin repeat domain 9"	177	149	171	160	125	108	295	109	205	115
ENSG00000156384	SFR1	"SWI5 dependent homologous recombination repair protein 1"	200	66	194	75	194	100	206	110	189	115
ENSG00000156398	SFXN2	"sideroflexin 2"	238	106	260	151	248	118	235	110	256	116
ENSG00000156411	ATP5MPL	"ATP synthase membrane subunit 6.8PL"	1546	263	1536	378	1576	580	1311	564	1692	613
ENSG00000156463	SH3RF2	"SH3 domain containing ring finger 2"	603	328	660	402	610	287	637	336	694	333
ENSG00000156467	UQCRB	"ubiquinol-cytochrome c reductase binding protein"	5129	679	4463	854	5398	1444	3090	1354	5542	1327
ENSG00000156469	MTERF3	"mitochondrial transcription termination factor 3"	456	96	432	124	476	171	421	171	493	164
ENSG00000156471	PTDSS1	"phosphatidylserine synthase 1"	2944	1212	2942	1298	3116	1439	3486	1431	3417	1395
ENSG00000156482	RPL30	"ribosomal protein L30"	16405	1989	15776	3047	16998	6210	12604	6117	16987	6055
ENSG00000156502	SUPV3L1	"Suv3 like RNA helicase"	1267	388	1322	485	1382	505	1276	541	1440	556
ENSG00000156504	FAM122B	"family with sequence similarity 122B"	166	77	216	76	156	82	171	75	149	115
ENSG00000156508	EEF1A1	"eukaryotic translation elongation factor 1 alpha 1"	259928	110292	261435	129212	276680	144326	306156	139577	283175	137403
ENSG00000156521	TYSND1	"trypsin domain containing 1"	180	102	193	140	192	111	250	103	194	106
ENSG00000156531	PHF6	"PHD finger protein 6"	1690	585	1982	697	1678	734	1942	763	1821	886
ENSG00000156535	CD109	"CD109 molecule"	203	125	229	209	178	195	168	195	189	225
ENSG00000156587	UBE2L6	"ubiquitin conjugating enzyme E2 L6"	992	356	927	367	1001	435	1074	415	1051	421
ENSG00000156599	ZDHHC5	"zinc finger DHHC-type containing 5"	8134	3634	8662	4301	8554	3636	8837	3897	8500	4063
ENSG00000156603	MED19	"mediator complex subunit 19"	1360	375	1251	448	1276	522	1036	546	1453	508
ENSG00000156639	ZFAND3	"zinc finger AN1-type containing 3"	749	366	827	395	711	364	870	400	687	426
ENSG00000156642	NPTN	"neuroplastin"	4281	1576	4218	1867	4449	2186	4445	2237	4460	2310
ENSG00000156650	KAT6B	"lysine acetyltransferase 6B"	540	265	732	256	564	208	554	258	493	229
ENSG00000156671	SAMD8	"sterile alpha motif domain containing 8"	645	245	766	348	607	302	632	305	661	347
ENSG00000156675	RAB11FIP1	"RAB11 family interacting protein 1"	2657	1886	3029	2017	2699	1644	2945	1728	2796	1860
ENSG00000156697	UTP14A	"UTP14A, small subunit processome component"	1230	452	1365	471	1363	507	1146	531	1341	518
ENSG00000156709	AIFM1	"apoptosis inducing factor mitochondria associated 1"	2152	867	2197	948	2310	963	2490	1004	2429	954
ENSG00000156735	BAG4	"BCL2 associated athanogene 4"	4795	1276	4899	1469	4928	1809	4623	1766	4951	1812
ENSG00000156787	TBC1D31	"TBC1 domain family member 31"	564	128	546	177	595	204	497	172	578	157
ENSG00000156802	ATAD2	"ATPase family, AAA domain containing 2"	7128	3170	7062	3234	7747	3119	8174	3338	8247	3158
ENSG00000156831	NSMCE2	"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase"	499	101	436	139	511	183	382	191	530	185
ENSG00000156853	ZNF689	"zinc finger protein 689"	850	346	814	367	845	338	826	375	881	395
ENSG00000156860	FBRS	"fibrosin"	723	476	758	498	699	308	794	370	701	357
ENSG00000156869	FRRS1	"ferric chelate reductase 1"	1533	955	1641	1092	1683	1201	2457	1143	1919	1228
ENSG00000156873	PHKG2	"phosphorylase kinase catalytic subunit gamma 2"	449	202	445	240	474	241	505	220	483	251
ENSG00000156875	MFSD14A	"major facilitator superfamily domain containing 14A"	2399	706	2416	917	2434	1099	2084	1043	2578	1112
ENSG00000156876	SASS6	"SAS-6 centriolar assembly protein"	1193	253	1227	331	1286	369	840	383	1325	412
ENSG00000156928	MALSU1	"mitochondrial assembly of ribosomal large subunit 1"	1487	344	1449	405	1485	495	1292	596	1691	596
ENSG00000156931	VPS8	"VPS8, CORVET complex subunit"	692	389	732	444	776	403	820	452	799	423
ENSG00000156958	GALK2	"galactokinase 2"	700	348	776	419	774	433	736	487	844	405
ENSG00000156968	MPV17L	"MPV17 mitochondrial inner membrane protein like"	1196	440	1099	426	1184	365	1110	405	1198	407
ENSG00000156970	BUB1B	"BUB1 mitotic checkpoint serine/threonine kinase B"	3710	1059	3502	1131	4070	1240	3540	1269	4234	1274
ENSG00000156973	PDE6D	"phosphodiesterase 6D"	549	107	545	160	537	178	309	145	543	171
ENSG00000156976	EIF4A2	"eukaryotic translation initiation factor 4A2"	11395	3807	10674	4445	12630	5470	11529	5575	13789	5417
ENSG00000156983	BRPF1	"bromodomain and PHD finger containing 1"	2500	1235	2496	1259	2511	901	2254	959	2482	970
ENSG00000156990	RPUSD3	"RNA pseudouridylate synthase domain containing 3"	1945	638	1705	676	1962	699	1795	731	1900	742
ENSG00000157014	TATDN2	"TatD DNase domain containing 2"	625	496	690	486	558	352	874	403	603	428
ENSG00000157020	SEC13	"SEC13 homolog, nuclear pore and COPII coat complex component"	13728	5218	13839	6390	14467	6771	13417	6607	14866	6727
ENSG00000157036	EXOG	"exo/endonuclease G"	323	124	347	148	298	163	318	163	338	158
ENSG00000157045	NTAN1	"N-terminal asparagine amidase"	371	70	358	92	425	125	277	122	414	136
ENSG00000157077	ZFYVE9	"zinc finger FYVE-type containing 9"	951	457	1201	533	1077	470	1196	513	1264	510
ENSG00000157087	ATP2B2	"ATPase plasma membrane Ca2+ transporting 2"	4293	2072	4635	1926	4353	1511	4726	1570	4473	1685
ENSG00000157106	SMG1	"SMG1, nonsense mediated mRNA decay associated PI3K related kinase"	3274	1931	4912	2372	3206	1568	3164	1877	3620	2263
ENSG00000157107	FCHO2	"FCH domain only 2"	444	148	498	192	419	219	434	226	392	267
ENSG00000157110	RBPMS	"RNA binding protein, mRNA processing factor"	789	320	891	332	738	235	659	332	711	360
ENSG00000157131	C8A	"complement C8 alpha chain"	748	242	686	263	745	277	765	262	830	277
ENSG00000157181	ODR4	"odr-4 GPCR localization factor homolog"	1130	291	1109	403	1152	464	870	438	1135	437
ENSG00000157184	CPT2	"carnitine palmitoyltransferase 2"	1221	515	1202	611	1247	498	1362	498	1314	569
ENSG00000157191	NECAP2	"NECAP endocytosis associated 2"	1241	520	1187	581	1289	525	1147	552	1244	573
ENSG00000157193	LRP8	"LDL receptor related protein 8"	1543	818	1477	868	1663	727	1581	788	1664	788
ENSG00000157212	PAXIP1	"PAX interacting protein 1"	1318	395	1335	440	1377	459	1183	480	1447	460
ENSG00000157214	STEAP2	"STEAP2 metalloreductase"	293	122	331	126	344	121	308	139	403	159
ENSG00000157216	SSBP3	"single stranded DNA binding protein 3"	1339	391	1255	457	1299	351	946	466	1354	420
ENSG00000157224	CLDN12	"claudin 12"	1363	562	1430	723	1507	817	1610	803	1401	824
ENSG00000157227	MMP14	"matrix metallopeptidase 14"	1534	1300	1459	1155	1686	864	1464	867	1572	955
ENSG00000157240	FZD1	"frizzled class receptor 1"	444	213	478	247	458	168	472	175	467	206
ENSG00000157259	GATAD1	"GATA zinc finger domain containing 1"	648	227	736	294	714	300	615	308	722	307
ENSG00000157326	DHRS4	"dehydrogenase/reductase 4"	223	122	241	123	253	125	303	126	271	126
ENSG00000157349	DDX19B	"DEAD-box helicase 19B"	593	204	592	277	567	232	436	239	541	239
ENSG00000157350	ST3GAL2	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	3324	2730	3229	2674	3501	1962	4112	1895	3568	2106
ENSG00000157353	FUK	"fucokinase"	409	390	409	360	448	291	583	284	431	312
ENSG00000157379	DHRS1	"dehydrogenase/reductase 1"	121	76	136	71	145	104	207	107	123	106
ENSG00000157399	ARSE	"arylsulfatase E (chondrodysplasia punctata 1)"	1338	576	1345	583	1544	571	1473	565	1507	629
ENSG00000157426	AASDH	"aminoadipate-semialdehyde dehydrogenase"	427	135	436	188	457	191	492	191	453	183
ENSG00000157450	RNF111	"ring finger protein 111"	1028	391	1186	456	1115	450	1000	504	1112	516
ENSG00000157456	CCNB2	"cyclin B2"	2004	467	2009	555	2260	692	1957	672	2391	688
ENSG00000157483	MYO1E	"myosin IE"	1658	801	1648	871	1708	750	1562	739	1836	783
ENSG00000157500	APPL1	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"	1196	384	1233	473	1291	537	1110	516	1337	534
ENSG00000157502	MUM1L1	"MUM1 like 1"	217	103	171	135	204	136	151	162	229	143
ENSG00000157510	AFAP1L1	"actin filament associated protein 1 like 1"	521	356	522	308	542	287	609	262	506	292
ENSG00000157514	TSC22D3	"TSC22 domain family member 3"	623	317	726	425	665	348	700	388	563	384
ENSG00000157538	VPS26C	"VPS26 endosomal protein sorting factor C"	805	353	852	384	888	421	851	456	850	465
ENSG00000157540	DYRK1A	"dual specificity tyrosine phosphorylation regulated kinase 1A"	2295	1027	2466	1166	2375	1116	2245	1115	2340	1086
ENSG00000157557	ETS2	"ETS proto-oncogene 2, transcription factor"	1307	697	1262	838	1241	727	1330	692	1375	746
ENSG00000157570	TSPAN18	"tetraspanin 18"	341	198	343	201	386	151	500	195	405	185
ENSG00000157593	SLC35B2	"solute carrier family 35 member B2"	1291	705	1301	771	1329	771	1447	790	1321	793
ENSG00000157600	TMEM164	"transmembrane protein 164"	1241	816	1123	844	1274	761	1533	828	1369	805
ENSG00000157617	C2CD2	"C2 calcium dependent domain containing 2"	435	263	559	338	453	250	473	283	475	317
ENSG00000157625	TAB3	"TGF-beta activated kinase 1 and MAP3K7 binding protein 3"	2185	1006	2549	1210	2160	1193	2263	1241	2275	1301
ENSG00000157637	SLC38A10	"solute carrier family 38 member 10"	2273	1915	2429	1899	2313	1176	2726	1143	2427	1214
ENSG00000157657	ZNF618	"zinc finger protein 618"	466	180	601	216	468	122	527	157	395	196
ENSG00000157693	TMEM268	"transmembrane protein 268"	181	98	239	124	182	94	225	117	196	108
ENSG00000157741	UBN2	"ubinuclein 2"	1635	621	2316	816	1563	654	1418	744	1606	838
ENSG00000157764	BRAF	"B-Raf proto-oncogene, serine/threonine kinase"	2694	1008	3283	1229	2673	1020	2395	1195	2618	1206
ENSG00000157778	PSMG3	"proteasome assembly chaperone 3"	1096	526	1075	549	1136	512	1043	553	1180	546
ENSG00000157796	WDR19	"WD repeat domain 19"	393	153	422	171	365	187	371	178	369	176
ENSG00000157800	SLC37A3	"solute carrier family 37 member 3"	1155	495	1250	626	1160	582	1273	588	1137	633
ENSG00000157823	AP3S2	"adaptor related protein complex 3 sigma 2 subunit"	803	365	832	422	857	331	842	379	819	321
ENSG00000157827	FMNL2	"formin like 2"	2461	1532	2731	1724	2802	1524	2813	1727	2699	1558
ENSG00000157837	SPPL3	"signal peptide peptidase like 3"	412	199	493	287	478	218	522	228	424	255
ENSG00000157851	DPYSL5	"dihydropyrimidinase like 5"	425	255	366	233	485	139	606	187	543	205
ENSG00000157869	RAB28	"RAB28, member RAS oncogene family"	1165	350	1206	415	1250	421	967	475	1277	497
ENSG00000157881	PANK4	"pantothenate kinase 4"	458	306	477	328	523	283	555	254	560	245
ENSG00000157895	C12orf43	"chromosome 12 open reading frame 43"	504	204	460	224	484	200	411	193	537	204
ENSG00000157911	PEX10	"peroxisomal biogenesis factor 10"	691	300	688	344	690	254	652	265	701	296
ENSG00000157916	RER1	"retention in endoplasmic reticulum sorting receptor 1"	2299	1035	2447	1231	2553	1284	2684	1187	2762	1237
ENSG00000157933	SKI	"SKI proto-oncogene"	1414	879	1733	907	1277	531	1623	653	1265	734
ENSG00000157954	WIPI2	"WD repeat domain, phosphoinositide interacting 2"	2038	1039	2075	1131	2290	985	2457	1054	2275	1084
ENSG00000157978	LDLRAP1	"low density lipoprotein receptor adaptor protein 1"	740	308	693	333	793	307	765	322	788	330
ENSG00000157985	AGAP1	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	701	405	799	477	714	346	875	314	743	360
ENSG00000158006	PAFAH2	"platelet activating factor acetylhydrolase 2"	699	287	677	319	676	296	628	306	736	270
ENSG00000158019	BABAM2	"BRISC and BRCA1 A complex member 2"	585	181	588	218	595	236	579	219	613	233
ENSG00000158042	MRPL17	"mitochondrial ribosomal protein L17"	1246	420	1193	503	1359	575	1155	534	1434	539
ENSG00000158079	PTPDC1	"protein tyrosine phosphatase domain containing 1"	288	130	336	173	281	141	282	145	302	152
ENSG00000158092	NCK1	"NCK adaptor protein 1"	721	170	675	242	738	259	617	302	692	274
ENSG00000158109	TPRG1L	"tumor protein p63 regulated 1 like"	921	476	973	546	1026	489	1119	572	889	577
ENSG00000158122	AAED1	"AhpC/TSA antioxidant enzyme domain containing 1"	310	126	333	172	366	205	322	215	361	186
ENSG00000158156	XKR8	"XK related 8"	937	468	964	464	1121	407	1315	403	1166	418
ENSG00000158158	CNNM4	"cyclin and CBS domain divalent metal cation transport mediator 4"	733	453	709	472	704	400	730	408	736	397
ENSG00000158161	EYA3	"EYA transcriptional coactivator and phosphatase 3"	1768	692	1874	825	1705	756	1861	777	1973	804
ENSG00000158195	WASF2	"WAS protein family member 2"	1716	939	2156	1209	1645	825	1959	1000	1679	1073
ENSG00000158201	ABHD3	"abhydrolase domain containing 3"	1101	386	1147	534	1224	734	1413	691	1271	703
ENSG00000158234	FAIM	"Fas apoptotic inhibitory molecule"	355	67	326	96	423	109	247	110	410	101
ENSG00000158286	RNF207	"ring finger protein 207"	175	123	179	146	157	110	168	127	161	108
ENSG00000158290	CUL4B	"cullin 4B"	2510	1031	2872	1292	2653	1202	2611	1292	2648	1354
ENSG00000158373	HIST1H2BD	"histone cluster 1 H2B family member d"	9040	1635	8695	2022	10019	3034	8132	2995	10583	2988
ENSG00000158402	CDC25C	"cell division cycle 25C"	835	213	818	217	890	284	765	296	885	287
ENSG00000158406	HIST1H4H	"histone cluster 1 H4 family member h"	1504	401	1383	511	1747	710	2293	727	1930	805
ENSG00000158411	MITD1	"microtubule interacting and trafficking domain containing 1"	743	127	696	158	777	250	499	275	776	284
ENSG00000158417	EIF5B	"eukaryotic translation initiation factor 5B"	1407	446	2016	528	1320	413	1040	417	1378	699
ENSG00000158435	CNOT11	"CCR4-NOT transcription complex subunit 11"	8431	2982	7869	3183	8796	3644	9046	3688	9300	3478
ENSG00000158457	TSPAN33	"tetraspanin 33"	212	91	200	123	217	118	284	112	214	127
ENSG00000158467	AHCYL2	"adenosylhomocysteinase like 2"	320	188	326	241	300	195	436	215	367	232
ENSG00000158470	B4GALT5	"beta-1,4-galactosyltransferase 5"	1364	908	1397	1097	1487	984	1703	999	1563	1062
ENSG00000158480	SPATA2	"spermatogenesis associated 2"	656	371	617	405	684	323	814	322	699	360
ENSG00000158483	FAM86C1	"family with sequence similarity 86 member C1"	313	90	306	110	310	111	247	114	291	111
ENSG00000158526	TSR2	"TSR2, ribosome maturation factor"	1060	518	935	543	1256	519	1319	512	1358	558
ENSG00000158528	PPP1R9A	"protein phosphatase 1 regulatory subunit 9A"	1061	498	1312	582	1168	466	1125	525	1331	497
ENSG00000158545	ZC3H18	"zinc finger CCCH-type containing 18"	2240	908	1973	925	2494	582	1947	719	2589	662
ENSG00000158552	ZFAND2B	"zinc finger AN1-type containing 2B"	593	319	568	315	601	299	604	299	595	273
ENSG00000158560	DYNC1I1	"dynein cytoplasmic 1 intermediate chain 1"	319	103	329	137	284	143	324	134	343	146
ENSG00000158604	TMED4	"transmembrane p24 trafficking protein 4"	2737	1204	2633	1462	2857	1615	3417	1537	3117	1619
ENSG00000158615	PPP1R15B	"protein phosphatase 1 regulatory subunit 15B"	3548	1464	4146	1722	3683	1589	4007	1715	4070	1803
ENSG00000158623	COPG2	"coatomer protein complex subunit gamma 2"	198	128	195	120	176	106	306	114	222	129
ENSG00000158636	EMSY	"EMSY, BRCA2 interacting transcriptional repressor"	575	191	697	241	591	243	552	259	560	305
ENSG00000158669	GPAT4	"glycerol-3-phosphate acyltransferase 4"	3837	2095	3801	2273	4062	1914	4049	2052	4200	2037
ENSG00000158691	ZSCAN12	"zinc finger and SCAN domain containing 12"	521	195	580	225	502	219	431	211	561	190
ENSG00000158710	TAGLN2	"transgelin 2"	2622	1198	2767	1462	2827	1507	2807	1563	2891	1688
ENSG00000158711	ELK4	"ELK4, ETS transcription factor"	1382	516	1587	588	1435	605	1305	655	1482	661
ENSG00000158717	RNF166	"ring finger protein 166"	543	294	524	338	552	253	557	259	534	238
ENSG00000158769	F11R	"F11 receptor"	1075	735	1044	785	1229	740	1426	677	1351	753
ENSG00000158773	USF1	"upstream transcription factor 1"	1818	738	1578	794	1747	781	1806	797	1927	726
ENSG00000158792	SPATA2L	"spermatogenesis associated 2 like"	403	358	381	363	378	214	483	239	407	260
ENSG00000158793	NIT1	"nitrilase 1"	504	222	524	288	536	264	581	262	566	279
ENSG00000158796	DEDD	"death effector domain containing"	628	184	562	211	614	210	571	222	642	221
ENSG00000158805	ZNF276	"zinc finger protein 276"	231	185	220	168	224	129	250	152	213	131
ENSG00000158828	PINK1	"PTEN induced putative kinase 1"	412	266	404	274	447	249	462	240	443	265
ENSG00000158850	B4GALT3	"beta-1,4-galactosyltransferase 3"	1494	567	1444	720	1549	695	1537	698	1640	668
ENSG00000158856	DMTN	"dematin actin binding protein"	260	126	204	118	246	94	270	107	231	101
ENSG00000158863	FAM160B2	"family with sequence similarity 160 member B2"	380	233	348	271	385	166	423	256	381	207
ENSG00000158864	NDUFS2	"NADH:ubiquinone oxidoreductase core subunit S2"	2418	1058	2339	1193	2612	1113	2723	1060	3044	1263
ENSG00000158874	APOA2	"apolipoprotein A2"	90683	18942	85456	22587	89947	30538	66629	29933	91345	30900
ENSG00000158882	TOMM40L	"translocase of outer mitochondrial membrane 40 like"	751	448	778	501	829	437	1064	438	954	408
ENSG00000158941	CCAR2	"cell cycle and apoptosis regulator 2"	3932	2599	3898	2437	4213	1773	5173	1815	4370	1969
ENSG00000158966	CACHD1	"cache domain containing 1"	476	209	473	202	493	200	458	224	492	209
ENSG00000158985	CDC42SE2	"CDC42 small effector 2"	1284	446	1476	540	1484	624	1461	756	1539	721
ENSG00000158987	RAPGEF6	"Rap guanine nucleotide exchange factor 6"	226	80	243	84	222	106	285	121	258	136
ENSG00000159023	EPB41	"erythrocyte membrane protein band 4.1"	3737	1656	4339	1885	3772	1557	3595	1656	3810	1698
ENSG00000159055	MIS18A	"MIS18 kinetochore protein A"	802	172	694	226	782	217	650	261	849	226
ENSG00000159063	ALG8	"ALG8, alpha-1,3-glucosyltransferase"	1941	542	1896	702	2138	1042	2123	1037	2149	1033
ENSG00000159069	FBXW5	"F-box and WD repeat domain containing 5"	3127	1813	3071	1928	3170	1426	3365	1458	3281	1494
ENSG00000159079	C21orf59	"chromosome 21 open reading frame 59"	312	133	316	173	375	165	395	170	368	151
ENSG00000159082	SYNJ1	"synaptojanin 1"	296	138	395	153	325	146	321	158	296	151
ENSG00000159086	PAXBP1	"PAX3 and PAX7 binding protein 1"	1522	628	1460	638	1750	615	1390	661	1719	693
ENSG00000159110	IFNAR2	"interferon alpha and beta receptor subunit 2"	608	320	708	355	533	258	500	267	552	326
ENSG00000159111	MRPL10	"mitochondrial ribosomal protein L10"	1065	337	1052	396	1040	436	932	468	1001	468
ENSG00000159128	IFNGR2	"interferon gamma receptor 2"	731	270	773	332	849	434	814	436	806	451
ENSG00000159131	GART	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	3583	1572	3714	1635	3656	1444	3979	1612	3992	1556
ENSG00000159140	SON	"SON DNA binding protein"	7373	3329	11105	4237	5992	2839	6313	3228	6041	4270
ENSG00000159147	DONSON	"downstream neighbor of SON"	873	301	924	390	989	461	1008	433	1036	430
ENSG00000159166	LAD1	"ladinin 1"	754	506	641	585	797	478	676	499	869	519
ENSG00000159176	CSRP1	"cysteine and glycine rich protein 1"	2913	929	2710	1078	2988	1153	2810	1203	3120	1150
ENSG00000159199	ATP5MC1	"ATP synthase membrane subunit c locus 1"	2081	661	2111	796	2372	1190	2849	1142	2506	1252
ENSG00000159200	RCAN1	"regulator of calcineurin 1"	1089	444	984	504	1156	503	1098	503	1275	536
